Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,actualizacion,gmap_url,categoria_antig
18021020,18,18021,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Corrientes,Museo Provincial De Artesanías Tradicionales Folklóricas,Fray José de la Quintana 905 (Esquina Salta),NA,W3400BGI,379,475 945,NA,NA,-27.46284,-58.838877,Localización precisa,NA,DNPyM,Provincial,NA,2017,"https://www.google.com/maps?q=-27.46284,-58.838877",sin datos
18021020,18,18021,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Corrientes,Museo Provincial De Ciencias Naturales Dr. Amado Bonpland,San Martin 850,NA,W3400APR,379,475 944,NA,NA,-27.4694,-58.8414,Localización precisa,NA,DNPyM,Provincial,1855,2017,"https://www.google.com/maps?q=-27.4694,-58.8414",1820-1859
18021020,18,18021,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Corrientes,Museo Histórico De Corrientes Tte. De Gdor. Manuel Cabral De Melo Y Alpoin,9 de Julio 1044,NA,W3400AYR,379,475 946,museohistoricoctes@gigaret.com,www.mecc.edu.ar,-27.4663,-58.8387,Localización precisa,NA,DNPyM,Provincial,1929,2017,"https://www.google.com/maps?q=-27.4663,-58.8387",1900-1939
18021020,18,18021,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Corrientes,Museo Provincial De Bellas Artes Dr. Juan Ramón Vidal,San Juan 634,NA,W3400CBD,379,475 947,museobellasartesctes@gtgared.com,NA,-27.4646,-58.8366,Localización precisa,NA,DNPyM,Provincial,1963,2017,"https://www.google.com/maps?q=-27.4646,-58.8366",1940-1979
18035020,18,18035,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Curuzú Cuatiá,Museo Histórico Municipal Tarragó Ros,Irastorza y Las Heras,NA,3460,3774,422 122,NA,NA,-29.794001,-58.049928,Localización precisa,NA,DNPyM,Municipal,2005,2017,"https://www.google.com/maps?q=-29.794001,-58.049928",1989-2019
18035020,18,18035,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Curuzú Cuatiá,Museo De La Fe Y La Tradición,Irastorza y Las Heras,NA,3460,3774,422 122,NA,NA,-29.794001,-58.049928,Localización precisa,NA,DNPyM,Municipal,2007,2017,"https://www.google.com/maps?q=-29.794001,-58.049928",1989-2019
18070020,18,18070,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Goya,Casa De La Cultura,Gdor. Juan E. Martínez 687,NA,W3450BYM,3777,432 693,NA,NA,-29.143833,-59.260488,Localización precisa,NA,DNPyM,Municipal,1996,2017,"https://www.google.com/maps?q=-29.143833,-59.260488",1989-2019
18084020,18,18084,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Ituzaingó,Museo Clarisse Coulombie De Goyaud,Pirán 582,NA,B1714LGL,11,4624 4162,NA,NA,-34.6565,-58.6721,Localización precisa,NA,DNPyM,Privada,1984,2017,"https://www.google.com/maps?q=-34.6565,-58.6721",1989-2019
18105030,18,18105,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Mercedes,Museo De Bellas Artes Y Biblioteca Popular Domingo Faustino Sarmiento,Calle 29 (Avda. Mitre) Nº 674,NA,B6600AAB,2324,422 492,NA,NA,-34.6546,-59.4284,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-34.6546,-59.4284",sin datos
18105030,18,18105,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Mercedes,Museo Municipal De Ciencias Naturales Carlos Ameghino,Calle 26 N° 512,NA,B6600GXL,2324,420 511,mameghino@mercedes.gob.ar,www.mercedes.gob.ar/blogs/museo/,-34.6509,-59.4285,Localización precisa,NA,DNPyM,Municipal,1966,2017,"https://www.google.com/maps?q=-34.6509,-59.4285",1940-1979
18161050,18,18161,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,San Roque,Monumento Histórico Nacional Y Museo Municipal De Arte Sacro Y Antigüedades Correntinas Pbro. Dr. Ángel Esteban Romero,Berón de Astrada y San Martín S/N,NA,W3448XAT,3777,478 907,NA,NA,-28.575737,-58.710025,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-28.575737,-58.710025",sin datos
18147040,18,18147,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Yapeyu,Museo Sanmartiniano,Avenida Libertador y Aguado S/N,NA,W3231AKN,3772,493 011,NA,NA,-29.47512,-56.821096,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-29.47512,-56.821096",sin datos
18147040,18,18147,NA,Espacios de Exhibición Patrimonial,Museos,Corrientes,Yapeyu,Museo Jesuítico De Sitio Guillermo Furlong S.J.,Sargento Cabral y Obispo Romero S/N,NA,3231,3772,493 320,NA,NA,-29.471248,-56.816073,Localización precisa,NA,DNPyM,Provincial,1978,2017,"https://www.google.com/maps?q=-29.471248,-56.816073",1940-1979
30028010,30,30028,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Chajari,Museo Municipal Ivy Mara Ey - La Tierra Sin Mal,Urquiza y Sarmiento. Ex Estación del Ferrocarril,NA,E3228DHJ,3456,420 730,NA,NA,-30.756532,-57.984198,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-30.756532,-57.984198",sin datos
30028010,30,30028,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Chajari,Museo Regional Camila Quiroga,Adolfo Repetto 1870,NA,E3228ALR,3456,424 418,museocamilaquiroga@yahoo.com,NA,-30.746825,-57.9785,Localización precisa,NA,DNPyM,Municipal,1982,2017,"https://www.google.com/maps?q=-30.746825,-57.9785",1989-2019
30008020,30,30008,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Colón,Museo Histórico Museóloga María Angélica González,Laprida y Moreno,NA,E3280CLD,NA,NA,NA,NA,-32.221483,-58.136118,Localización precisa,NA,DNPyM,Privada,1971,2017,"https://www.google.com/maps?q=-32.221483,-58.136118",1940-1979
30008020,30,30008,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Colón,Museo Provincial Molino Forclaz,Camino de Los Colonos S/N,NA,3283,3447,472 351,NA,NA,-32.225643,-58.141999,Localización precisa,NA,DNPyM,Provincial,2015,2017,"https://www.google.com/maps?q=-32.225643,-58.141999",1989-2019
30098040,30,30098,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo Histórico Evocativo Del Colegio Superior Del Uruguay Justo José De Urquiza,Urquiza 25,NA,E3260FNA,3442,425 554,museo@elhistorico.com.ar,NA,-32.484417,-58.233049,Localización precisa,NA,DNPyM,Provincial,NA,2017,"https://www.google.com/maps?q=-32.484417,-58.233049",sin datos
30098040,30,30098,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo De Belllas Artes De La Biblioteca El Porvenir,San Martín 782,NA,E3264ABB,3442,426 540,bibliomuseo@ciudad.com.ar,NA,-32.485535,-58.23337,Localización precisa,NA,DNPyM,Privada,1905,2017,"https://www.google.com/maps?q=-32.485535,-58.23337",1900-1939
30098040,30,30098,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo Histórico Municipal Casa De Delio Panizza,Supremo Entrerriano 58,NA,E3260FFB,3442,424 210,bibliofcs@rect.uner.edu.ar,NA,-32.483488,-58.23055,Localización precisa,NA,DNPyM,Municipal,1978,2017,"https://www.google.com/maps?q=-32.483488,-58.23055",1940-1979
30098040,30,30098,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepción del Uruguay,Museo De Historia Natural Pablo G. Lorentz,Urquiza 25,NA,E3260FNA,3442,425 554,NA,NA,-32.4844,-58.233,Localización precisa,NA,DNPyM,Provincial,NA,2017,"https://www.google.com/maps?q=-32.4844,-58.233",sin datos
30098040,30,30098,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepción del Uruguay,Museo Provincial De Dibujo Y Grabado Artemio Alisio,Sarmiento 612,NA,E3264AMH,3442,432 420,NA,NA,-32.48646,-58.230271,Localización precisa,NA,DNPyM,Provincial,1989,2017,"https://www.google.com/maps?q=-32.48646,-58.230271",1989-2019
30015060,30,30015,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo De Salto Grande,Ruta 15 (Al Noreste de la Ciudad de Concordia),NA,3200,345,421 6612 INT. 3456,NA,NA,-31.352101,-58.008647,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-31.352101,-58.008647",sin datos
30015060,30,30015,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Histórico Militar Coronel Leopoldo Ornstein,San Juan y Arruabarrena S/N,NA,E3200BBJ,345,425 1031,NA,NA,-31.370442,-58.007516,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-31.370442,-58.007516",sin datos
30015060,30,30015,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Judío De Entre Ríos,Entre Ríos 476,NA,E3200ABH,345,421 4088,NA,NA,-31.399776,-58.019447,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-31.399776,-58.019447",sin datos
30015060,30,30015,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Del Recuerdo,Coronel Pedro Espino Nº 115,NA,E3200DWC,345,421 7347,NA,NA,-31.4016,-58.0173,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-31.4016,-58.0173",sin datos
30015060,30,30015,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Municipal De Artes Visuales,"Urquiza 638, Planta Alta",NA,E3200AGJ,345,422 8588,museoavcdia@yahoo.com,NA,-31.3971,-58.0178,Localización precisa,NA,DNPyM,Municipal,1952,2017,"https://www.google.com/maps?q=-31.3971,-58.0178",1940-1979
30015060,30,30015,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo De Antropología Y Ciencias Naturales De Concordia,B. Rivadavia 456 Esq. Carriego,NA,E3200BDF,345,421 3149,NA,NA,-31.401296,-58.013225,Localización precisa,NA,DNPyM,Mixta,2001,2017,"https://www.google.com/maps?q=-31.401296,-58.013225",1989-2019
30015060,30,30015,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Regional Municipal Palacio Arruabarrena,Entre Ríos 952,NA,E3200ACF,345,421 1883,museoregionalarrua@hotmail.com,NA,-31.3913,-58.0175,Localización precisa,NA,DNPyM,Municipal,1984,2017,"https://www.google.com/maps?q=-31.3913,-58.0175",1989-2019
30084070,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Crespo,Museo Municipal Del Centenario,San Arnoldo Jassen Entre Tucumán y Córdoba. Bº San José,NA,E3116ADI,NA,NA,NA,NA,-32.037077,-60.310747,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-32.037077,-60.310747",sin datos
30021080,30,30021,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Diamante,Museo Municipal Regional De Diamante,Pedro Serrano 425,NA,E3105DZI,343,498 1024,culturadte@hotmail.com,NA,-32.071846,-60.637209,Localización precisa,NA,DNPyM,Municipal,1999,2017,"https://www.google.com/maps?q=-32.071846,-60.637209",1989-2019
30028070,30,30028,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De Los Asentamientos,Irigoyen y Las Rosas,NA,E3206BSB,NA,NA,NA,NA,-30.986588,-57.918031,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-30.986588,-57.918031",sin datos
30028070,30,30028,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo Del Termalismo,Av. San Martín y Las Hortensias,NA,E3206APR,3456,481 586,NA,NA,-30.990957,-57.917085,Localización precisa,NA,DNPyM,Privada,NA,2017,"https://www.google.com/maps?q=-30.990957,-57.917085",sin datos
30028070,30,30028,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De La Imagen Eladio Fernández Piaggio,Las Hortensias S/N,NA,3206,3456,481 035,NA,NA,-30.996593,-57.929615,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-30.996593,-57.929615",sin datos
30088010,30,30088,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,General Campos,Museo Regional Malva Emparanza,Herminio y Quiroz S/N,NA,NA,345,490 138,museoregionalgralcampos@yahoo.com.ar,NA,-31.53351,-58.40057,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-31.53351,-58.40057",sin datos
30049040,30,30049,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Casa De La Cultura Museo Quirós,NA,NA,E2840BUC,NA,NA,NA,NA,-33.150329,-59.310469,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-33.150329,-59.310469",sin datos
30049040,30,30049,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Del Ferrocarril,Ex Estación Terminal del Ferrocarril General Urquiza,NA,2840,3444,424 110,NA,NA,-33.150959,-59.315028,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-33.150959,-59.315028",sin datos
30049040,30,30049,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo De Paleontología Dr. Diego Echazarreta,Tratado del Pilar y López Pilar. Manzana de la Escuela Nº 20,NA,2840,3444,481 068,NA,NA,-33.150959,-59.315028,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-33.150959,-59.315028",sin datos
30049040,30,30049,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Histórico Juan Bautista Ambrosetti,San Antonio (Norte) 230,NA,E2840DTF,3444,424 105 INT. 22,museoambrosetti@yahoo.com,NA,-33.14357,-59.312995,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-33.14357,-59.312995",sin datos
30056070,30,30056,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Instituto Magnasco Y Biblioteca Popular Olegario V. Andrade,Camila Nievas 78,NA,E2822FED,3446,427 287,NA,NA,-33.0096,-58.5094,Localización precisa,NA,DNPyM,Privada,1898,2017,"https://www.google.com/maps?q=-33.0096,-58.5094",1860-1899
30056070,30,30056,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Azotea De Lapalma,San Luis 350,NA,E2820FOH,3446,437 028,derudi7@hotmail.com,NA,-33.0036,-58.5262,Localización precisa,NA,DNPyM,Municipal,1986,2017,"https://www.google.com/maps?q=-33.0036,-58.5262",1989-2019
30056070,30,30056,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Agricola Regional,Urquiza al Oeste y Ruta 14,NA,E2820AER,3446,426 357,museoagricolasrg@yahoo.com.ar,NA,-33.0124,-58.6067,Localización precisa,NA,DNPyM,Privada,2003,2017,"https://www.google.com/maps?q=-33.0124,-58.6067",1989-2019
30056070,30,30056,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Ferroviario Gualeguaychú,Avda. Maestra Piccini Entre Ayacucho y Maipú,NA,E2822DZK,3446,437 034,parqueestacion@hotmail.com,NA,-33.0176,-58.5198,Localización precisa,NA,DNPyM,Municipal,2007,2017,"https://www.google.com/maps?q=-33.0176,-58.5198",1989-2019
30056070,30,30056,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Casa De Haedo,San José 105,NA,E2820EKC,3446,437 036,azoteadelapalma@yahoo.com.ar,NA,-33.007,-58.5121,Localización precisa,NA,DNPyM,Municipal,1987,2017,"https://www.google.com/maps?q=-33.007,-58.5121",1989-2019
30070040,30,30070,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Municipal De Bellas Artes,Italia 1043,NA,E3190DNK,3437,424 635,NA,NA,-30.741127,-59.643546,Localización precisa,NA,DNPyM,Municipal,1997,2017,"https://www.google.com/maps?q=-30.741127,-59.643546",1989-2019
30070040,30,30070,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Regional Municipal Alicia González Castrillón,3 de Febrero y French,NA,E3190AAB,3437,421 265,NA,NA,-30.73796,-59.645514,Localización precisa,NA,DNPyM,Municipal,1972,2017,"https://www.google.com/maps?q=-30.73796,-59.645514",1940-1979
30021150,30,30021,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Libertador Norte,Museo Histórico Municipal Dr. Roberto Habenicht,Linares Cardoso 330,NA,E3103XAF,343,491 0082,NA,NA,-32.07906,-60.463854,Localización precisa,NA,DNPyM,Municipal,2000,2017,"https://www.google.com/maps?q=-32.07906,-60.463854",1989-2019
30077070,30,30077,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Nogoya,Museo Municipal De Nogoyá,25 de Mayo 687,NA,E3150AFI,3435,423 169,NA,NA,-32.402257,-59.78783,Localización precisa,NA,DNPyM,Municipal,1987,2017,"https://www.google.com/maps?q=-32.402257,-59.78783",1989-2019
30084150,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Regional Conrado Hasenauer,Los Tordos (Detrás del Complejo Municipal de Piletas),NA,E3100XAD,NA,NA,NA,NA,-31.82817,-60.518265,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-31.82817,-60.518265",sin datos
30084150,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Carl Sagan Asociación Entrerriana De Astronomía,Complejo Esc. Alberdi - Observatorio Oro Verde,NA,E3100XAD,343,434 0229,NA,NA,-31.82817,-60.518265,Localización precisa,NA,DNPyM,Privada,1986,2017,"https://www.google.com/maps?q=-31.82817,-60.518265",1989-2019
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Barrial De Puerto Viejo Y Cuesta Los Vascos,Av. Estrada 1057,NA,E3100EOA,343,422 9871,NA,NA,-31.714455,-60.541678,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-31.714455,-60.541678",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De La Ciudad Dr. Cesar Blas Pérez Colman,Buenos Aires 226,NA,E3100BQF,343,421 1884,NA,NA,-31.7294,-60.5307,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-31.7294,-60.5307",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Sitio Santos Domínguez Y Berguria,Monte Caseros y Urquiza,NA,E3100ACA,343,421 8253,NA,NA,-31.732574,-60.528563,Localización precisa,NA,DNPyM,Municipal,NA,2017,"https://www.google.com/maps?q=-31.732574,-60.528563",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Y Mercado Provincial De Artesanías De Entre Ríos,Urquiza 1239,NA,E3100FFC,343,420 8891,NA,NA,-31.7366,-60.517,Localización precisa,NA,DNPyM,Provincial,NA,2017,"https://www.google.com/maps?q=-31.7366,-60.517",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Interactivo De Ciencias Puerto Ciencia,B. Racedo y Pascual Palma,NA,E3100IDH,343,420 2240,NA,NA,-31.74596,-60.528707,Localización precisa,NA,DNPyM,Nacional,NA,2017,"https://www.google.com/maps?q=-31.74596,-60.528707",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Ciencias Naturales Y Antropológicas Prof. Antonio Serrano,Carlos Gardel 62,NA,E3100FWB,343,420 8894,museoserrano@hotmail.com,NA,-31.7274,-60.5284,Localización precisa,NA,DNPyM,Provincial,NA,2017,"https://www.google.com/maps?q=-31.7274,-60.5284",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Histórico De Entre Ríos Martiniano Leguizamón,Buenos Aires y Laprida,NA,E3100BQF,343,420 7869,museohistorico@gmail.com,NA,-31.7413,-60.5115,Localización precisa,NA,DNPyM,Provincial,NA,2017,"https://www.google.com/maps?q=-31.7413,-60.5115",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Provincial De Bellas Arte Dr. Pedro E. Martínez,Buenos Aires 355,NA,E3100BQG,43,311527,prensabellasartes@yahoo.com.ar,NA,-31.7276,-60.53,Localización precisa,NA,DNPyM,Provincial,1981,2017,"https://www.google.com/maps?q=-31.7276,-60.53",1989-2019
30091100,30,30091,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Rosario del Tala,Museo Municipal Rosario Del Tala,Urquiza 259,NA,E3174BLE,NA,NA,NA,NA,-32.301486,-59.137896,Localización precisa,NA,DNPyM,Municipal,1965,2017,"https://www.google.com/maps?q=-32.301486,-59.137896",1940-1979
30008090,30,30008,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San José,Museo Histórico Regional De La Colonia San José,Urquiza 1127,NA,E3283DHM,3447,470 088,museohistorico@ciudad.com.ar,NA,-32.20197,-58.224486,Localización precisa,NA,DNPyM,Municipal,1957,2017,"https://www.google.com/maps?q=-32.20197,-58.224486",1940-1979
30088020,30,30088,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo De La Estación,Giacomelli S/N. Estación de San Salvador,NA,3218,NA,NA,NA,NA,-31.62796,-58.5041,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-31.62796,-58.5041",sin datos
30088020,30,30088,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo Del Arroz,San Martín y Manuel Belgrano,NA,3218,345,491 0035,NA,NA,-31.623999,-58.507167,Localización precisa,NA,DNPyM,Municipal,2008,2017,"https://www.google.com/maps?q=-31.623999,-58.507167",1989-2019
30084270,30,30084,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Viale,Museo De La Ciudad,Av. Dr. Martín Panutto Nº 277,NA,E3109AWC,343,492 0011,museo@vialedigital.com.ar,NA,-31.873865,-60.009923,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-31.873865,-60.009923",sin datos
30113070,30,30113,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villa Domínguez,Museo Y Archivo Histórico Regional De Las Colonias Judías,San Martín 99,NA,E3246BAA,3455,492 191,NA,NA,-31.98512,-58.96297,Localización precisa,NA,DNPyM,Municipal,1985,2017,"https://www.google.com/maps?q=-31.98512,-58.96297",1989-2019
30113080,30,30113,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo Histórico Regional Municipal,Juan Hermelo 519,NA,E3240DNK,3455,424 222,NA,NA,-31.867872,-59.02908,Localización precisa,NA,DNPyM,Municipal,1982,2017,"https://www.google.com/maps?q=-31.867872,-59.02908",1989-2019
30113080,30,30113,NA,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo De Antropología Indígena Tierra De Minuanes,Caseros 426,NA,E3240BTR,NA,NA,NA,NA,-31.869937,-59.027312,Localización precisa,NA,DNPyM,Municipal,2008,2017,"https://www.google.com/maps?q=-31.869937,-59.027312",1989-2019
30098040,30,30098,NA,Espacios de Exhibición Patrimonial,NA,Entre Ríos,Concepción del Uruguay,Sala Evocativa De La Ribera,Avda. Paysandú y Spiro,NA,3260,3442,424210,NA,NA,-32.487776,-58.232083,Localización precisa,NA,Gobierno de la Provincia,NA,NA,2017,"https://www.google.com/maps?q=-32.487776,-58.232083",sin datos
30098040,30,30098,NA,Espacios de Exhibición Patrimonial,NA,Entre Ríos,Concepción del Uruguay,Yuchan,Galarza y Supremo Entrerriano,NA,3260,3442,441602,juanjorossi@argentina.com,NA,-32.487776,-58.232083,Localización precisa,NA,Gobierno de la Provincia,NA,NA,2017,"https://www.google.com/maps?q=-32.487776,-58.232083",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,NA,Entre Ríos,Paraná,Casa De La Cultura De Entre Ríos,Carbó 194,NA,3100,343,4207901,casaculturaentrerios@yahoo.com.ar,NA,-31.7373,-60.5317,Localización precisa,NA,Gobierno de la Provincia,NA,NA,2017,"https://www.google.com/maps?q=-31.7373,-60.5317",sin datos
30084160,30,30084,NA,Espacios de Exhibición Patrimonial,NA,Entre Ríos,Paraná,Fototeca De Entre Ríos,Irigoyen 329,NA,3100,343,4030283,info@eduardosegura.com.ar,NA,-31.7391,-60.5259,Localización precisa,NA,Gobierno de la Provincia,NA,NA,2017,"https://www.google.com/maps?q=-31.7391,-60.5259",sin datos
34014020,34,34014,NA,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo De La Policía,Barrio 2 de Abril,NA,3600,NA,NA,NA,NA,-26.175324,-58.197289,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-26.175324,-58.197289",sin datos
34014020,34,34014,NA,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Del Suri,Calle O` Higgins - Barrio San Miguel,NA,3600,NA,NA,NA,NA,-26.180813,-58.201477,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-26.180813,-58.201477",sin datos
34014020,34,34014,NA,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Histórico Y Regional Juan Pablo Duffard,Av. 25 de Mayo 58,NA,P3600AXN,NA,NA,NA,NA,-26.181834,-58.165025,Localización precisa,NA,DNPyM,Provincial,1963,2017,"https://www.google.com/maps?q=-26.181834,-58.165025",1940-1979
34014020,34,34014,NA,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Sacro Cultural Padre Carmelo Sciullo,Barrio Villa del Rosario,NA,3600,NA,NA,NA,NA,-26.199295,-58.207721,Localización precisa,NA,DNPyM,Provincial,2008,2017,"https://www.google.com/maps?q=-26.199295,-58.207721",1989-2019
34049020,34,34049,NA,Espacios de Exhibición Patrimonial,Museos,Formosa,Laguna Blanca,Museo Regional Del Noreste Formoseño,Ruta 86,NA,3613,NA,NA,direccionde patrimonio@formosa.gov.ar,NA,-25.132826,-58.245879,Localización precisa,NA,DNPyM,Provincial,NA,2017,"https://www.google.com/maps?q=-25.132826,-58.245879",sin datos
34056040,34,34056,NA,Espacios de Exhibición Patrimonial,Museos,Formosa,Pirané,Museo Del Pueblo,"Centro Municipal de Cultura y Deportes, Roque Sáenz Peña y San Lorenzo",NA,3606,3717,461 007,NA,NA,-25.733203,-59.10754,Localización precisa,NA,DNPyM,Municipal,1987,2017,"https://www.google.com/maps?q=-25.733203,-59.10754",1989-2019
34021060,34,34021,NA,Espacios de Exhibición Patrimonial,Museos,Formosa,Villa Escolar,Museo De Ciencias Naturales,NA,NA,3525,NA,NA,NA,NA,-26.622292,-58.670418,Localización precisa,NA,DNPyM,NA,NA,2017,"https://www.google.com/maps?q=-26.622292,-58.670418",sin datos
